2017-10-31,주식회사 열린,"2,106,500","1,915,000","191,500",일용비,12월 01일,,,,,,,,,,,,
2017-10-31,(주) 에스에스엘,"4,290,000","3,900,000","390,000",일용비,11월 15일,,,,,,,,,,,,
2017-10-31,(주)한성앰에스,"167,662","152,420","15,242",일용비(라마다 앙코르 해운대),11월 06일,,,,,,,,,,,,
2017-10-31,(주)후니드,"4,840,000","4,400,000","440,000",일용비,11월 09일,,,,,,,,,,,,
2017-10-31,(주)두잉씨앤에스,"14,784,000","13,440,000","1,344,000",10/16~10/31 데일리,11월 10일,,,,,,,,,,,,
2017-10-31,(주)두잉씨앤에스,"5,051,257","4,592,052","459,205",10/16~10/31 룸메이드,11월 10일,,,,,,,,,,,,
2017-10-31,주식회사 지엠엠,"5,082,000","4,620,000","462,000",일용비(킨텍스),11월 03일,,,,,,,,,,,,
2017-10-31,미성엠프로 주식회사,"10,560,000","9,600,000","960,000",일용비(서울삼성병원),11월 15일,,,,,,,,,,,,
2017-10-31,미성엠프로 주식회사,"176,000","160,000","16,000",일용비(강남세브란스병원),11월 15일,,,,,,,,,,,,
2017-10-31,미성엠프로 주식회사,"165,000","150,000","15,000",일용비(분당서울대병원),11월 15일,,,,,,,,,,,,
2017-10-31,미성엠프로 주식회사,"2,464,000","2,240,000","224,000",일용비(예술의전당),11월 15일,,,,,,,,,,,,
2017-10-31,미성엠프로 주식회사,"2,992,000","2,720,000","272,000",일용비(강북삼성병원),11월 15일,,,,,,,,,,,,
2017-10-31,미성엠프로 주식회사,"1,496,000","1,360,000","136,000",일용비(신촌세브란스병원),11월 15일,,,,,,,,,,,,
2017-10-31,(주) 삼익,"880,000","800,000","80,000",일용비(포포인츠호텔),11월 07일,,,,,,,,,,,,
2017-10-31,(주)두잉씨앤에스,"330,000","300,000","30,000",일용비(조선호텔),11월 10일,,,,,,,,,,,,
2017-10-31,(주)두잉씨앤에스,"594,000","540,000","54,000",일용비(롯데시그니엘서울),11월 10일,,,,,,,,,,,,
2017-10-31,주식회사 엠엠에스컴퍼니,"5,302,000","4,820,000","482,000",일용비,11월 01일,,,,,,,,,,,,
2017-10-31,(주)두잉씨앤에스,"-594,000","-540,000","-54,000",일용비(롯데시그니엘서울),취소전표,,,,,,,,,,,,
